bank,city,review,date
ICICI BANK,chennai,Quick response was given from icici bank when i applied for the home loan process. Interest rate offered was 10.5-11% but i took the loan for other banks so i did not avail the loan with icici bank.,"Sep 30, 2014"
ICICI BANK,ahmedabad,My property was not finalized so i was not bale to avail the home loan with them. But they were good enough in giving the response to the customer. The charges were similar as per other banks like the rate of interest offered was 10% . Overall they have a good process.,"Sep 30, 2014"
ICICI BANK,new delhi,"It was a good experience with icici bank when i approached them for the home loan process. The response was good and they kept the following for the process.. My purpose was completed so i denied for taking the loan with them.My suggestion is that they can change the criteria of providing the loan for the customers who are getting the salary below 35,000.","Sep 30, 2014"
ICICI BANK,ghaziabad,"Whatever information was required it was given by icici bank and they were ready to offer the excepted loan amount and also very supportive with the regards home loan process. But, suddenly there was change in the plan so did not avail the loan.They offered the best interest rate .","Sep 30, 2014"
ICICI BANK,bangalore,The customer service of icici bank never called when i approached them for the home loan process and the response was given only after 2 weeks. I was very urgent in availing the loan so mean while icici responded i took the loan from other finance company. They offered the interest rate of 9.9% but they only approved 80% of the property value. I would suggest that icici bank should approach the customers at the earliest.,"Sep 30, 2014"
ICICI BANK,mumbai,There was a comfort zone in ICICI bank when i reached them for the home loan process.They are well versed with their policy. They were also very prompt in giving the response and service. Due to not finalizing the property so i did not avail the loan. ,"Sep 30, 2014"
ICICI BANK,new delhi,With Icici there was some delay for the loan approval they took more than a month for the approval. If they can improve in their processing time it would be much better. Other wise I am with their service rendered . I am okay with the rates and charges. ,"Sep 29, 2014"
ICICI BANK,chennai,ICICI Bank offered me a Home loan and I was received the call from them after a 1 month. But I got better deal with hdfc bank. I am not sure about customer service. Process was very slow with ICICI Bank and I am unhappy with their interest part also.,"Sep 28, 2014"
ICICI BANK,chennai,It was easy to approach the ICICI bank for the home loan process and got the immediate response form them with all the information. They have flexible options of taking the loan. The rate of interest and processing fee offered were less and convenient. ,"Sep 28, 2014"
ICICI BANK,kolkata,Immediate response was given by icici bank for the home loan process. They offered the interest rate of 10% and processing fee offered was 2% on the loan amount. But i postponed the plan so not able to avail the service. ,"Sep 28, 2014"
ICICI BANK,bangalore,"From Icici bank a representative came to my home to documents. Actually my builder has a tie up with Icici bank, they took care of everything. Service was good with Icici. Once the paperwork was done in a weeks time approval of home loan was done. Interest rate and charges are good.","Sep 28, 2014"
ICICI BANK,mumbai,I was faced many issues based on my Home loan. Loan process was very slow due to my property location It took 1.5 month but they promised me to disbursed the loan Within this week. But they tried best. ICICI Bank offered me 9.7% rate of interest.,"Sep 28, 2014"
ICICI BANK,new delhi,"My property is an join property and I am looking for loan against property. ICICI Bank offered me a Home loan but I did not get the proper guidance from them. Bank was user friendly but based on my property location, they did not resolved the queries an all. ","Sep 28, 2014"
ICICI BANK,new delhi,"ICICI Bank was good. I had only one conversation with bank, on my Home loan but they did not provide proper response even Higher officer also. Based on my property issue I did not get the solution from them. Satisfied with interest. And the processing charges also minimum.","Sep 26, 2014"
ICICI BANK,ghaziabad,Property builder suggested me to go with PUNJAB NATIONAL Bank. I am happy with ICICI Bank. Their process and their process was very good. Unfortunately I did not taken the loan form ICICI Bank I closed the loan. I never reach the customer service. ,"Sep 26, 2014"
ICICI BANK,ahmedabad,"If we apply for loan I will get immediate response, they came to my office and collected each and every data and documents. Within 4 days they have approved my home loan. Process was very fast. Interest rate was similar as the others and charges I am okay with that. Their process is very fast hence that is the good part of Icici bank when I processed my home loan. ","Sep 26, 2014"
ICICI BANK,hyderabad,"They where contact me from different branch. One of my working in ICICI Bank so I got Home loan easily. Loan process easy and they collected simple documents only. Only thing which is, there was an quiet delay during the documents Collection.","Sep 26, 2014"
ICICI BANK,bangalore,"As a bank I did not happy with ICICI Bank. Local executives, there were not professional even manager based on my Home loan application. It would be great if they consider the people. Only thing is I am satisfied with interest rate, offered by them. ","Sep 26, 2014"
ICICI BANK,bangalore,I preferred builder side and he is like to go with SBI bank. There was a delay with ICICI Bank like 2 days. They contact me and its a casual call from them but I got best deal with SBI so I dropped the plan. Interest part was fine and over all its was okay.,"Sep 26, 2014"
ICICI BANK,pune,ICICI bank offered me Home loan and he want some more paper. I did not submitted on time but after some days I called the executives but they were not ready to Cary froward. They are Good but they just need to response in way of Handling the people.,"Sep 26, 2014"
ICICI BANK,new delhi,"I have applied for the Home loan in ICICI Bank. Based on property, unfortunately I did not get the loan from them. That particular location is not doable based on the bank norms. Other wise I am fine with their process. Rate interest was quiet high. ","Sep 26, 2014"
ICICI BANK,thane,"Basically for the Woman borrower they offered .9.85% rate of interest. Processing charges charged by them was 13k in ICICI Bank based on my Home loan. Process was quiet delay so, I am not satisfied with them but at part of the application I never Found any difficulties. ","Sep 26, 2014"
ICICI BANK,jaipur,Service charge was only 5k and I have taken the home loan for the amount of 10lakhs. The rate of interest that ICICI bank offered to me is the cheapest one where they gave 9.8%. For normal customers the processing charge is 0.5% but I am a privilege customers so I paid only 0.25%. I did not ask for negotiation but ICICI bank themselves reduced the charges.,"Sep 26, 2014"
ICICI BANK,chandigarh,"When compared to other banks the interest rate and processing fees are very low with ICICI bank. The response is good from them for my home loan application and I had some issues with the executive who interacted with me. Apart from that, the processing time is quick and I got the loan amount disbursed within 2 weeks. I would suggest them to be little flexible by understanding the applicantÌ¢??s requirements.","Sep 25, 2014"
ICICI BANK,pune,ICICI Bank is good but their service was not good. My builder was not happy with this bank so I closed the home loan application. Rate of interest offered by them was 9.75% and they should come down based on interest part like nationalist banks. ,"Sep 25, 2014"
ICICI BANK,navi mumbai,As per my requirement ICICI bank provided 85% of the loan included all the charges. I am pretty happy with the service and response was also good. For 2 years the rate of interest is fixed and after that it will be floating . Processing fee was similar like other banks and financial institutes.,"Sep 25, 2014"
ICICI BANK,kalyan,I am not happy with the service provided by ICICI Bank for home loan and I havenÌ¢??t faced any issue with Bank.I faced some issues based on the foreclosure process and now I donÌ¢??t remember about the charges or interest.I will not recommend about ICICI Bank to others for getting a home loan. ,"Sep 25, 2014"
ICICI BANK,kolkata,There was a delay from my side for the home loan process but the response was quite fine with icici bank when i approached them. Rate of interest offered was 9.9% which is less comparing with other banks and the processing fee informed was Rs.16000.,"Sep 25, 2014"
ICICI BANK,pune,I am associated with ICICI Bank for the past 15years. Nil response from them based on my home loan. They do not even check the documents also. Local executive called me and they were not professional. No one turn up for the document collection.,"Sep 25, 2014"
ICICI BANK,bangalore,When I am looking for construction loan. ICICI bank offered me a home loan. They need lots of formalities but we need flexibility. I am more comfortable with HDFC Bank compare to icici bank. Not interacted much with customer service otherwise its fine. ,"Sep 25, 2014"
ICICI BANK,kolkata,The process from icici bank was very lengthy and my home loan was pending with them for 2 months there was no proper response.. They use to call and ask for the documents again and repeated questions. They have to speed up the process so that they will not loose the customers.,"Sep 25, 2014"
ICICI BANK,bangalore,There was good follow and prompt response from icici bank with regards to the home loan process. They have a very good processing fee through online offer. But i availed the service from sbi bank so dropped the plan with icici bank.,"Sep 25, 2014"
ICICI BANK,bangalore,Home loan process with ICICI Bank was little slow. Based on rate of interest they need to consider the people also. It would be great if the reduce the interest rate as per the market. I got best deal with sbi bank with 9.95% rate of interest so I have taken the loan from them.,"Sep 25, 2014"
ICICI BANK,kolkata,"ICICI bank is charging Rs.10,000 as the processing fee for the home loan process which is very high and i was also lack of documentation which was required by the bank so i moved with lic as they did not consider more about the documentation.. But the response given by them was quite good with icici bank.","Sep 25, 2014"
ICICI BANK,kolkata,Customer service was competitive when I compare to other banks. I had a good response from them based on their initial process. No charges for processing for home loan with 9.75% in ICICI Bank but I did not taken the loan from them due to personal issue I was postponed the plan.,"Sep 25, 2014"
ICICI BANK,chennai,The representative of the bank called me up and followed very nice for the home loan process. But I dropped the plan with them and move on with other bank as they were charging processing fee were as hdfc and sbi are not charging processing fee. My suggestion they can reduce the processing fee ,"Sep 25, 2014"
ICICI BANK,faridabad,The way of ICICI Bank chasing me and there is some miscommunication between the executives. Executives are not professional I did not get the clear response from them based on my home loan. I am very much satisfied with rate of interest its 9.85% and the processing charges also normal.,"Sep 24, 2014"
ICICI BANK,delhi,Last year I have taken my home loan from ICICI bank. The bank has recommended me to build a foundation on my property but I was unable to do it due to some finance issues. I got rupees six lakhs loan amount so I just purchased that property alone. Because of this I planned to switched over to other bank. ,"Sep 24, 2014"
ICICI BANK,pune,When I was applied for the home loan with ICICI Bank. I am not satisfied with loan what they offered me. Loan amount very less what I required so I dropped the plan. AXIS bank gave me a better option because the processing charges also quiet high with ICICI Bank. ,"Sep 24, 2014"
ICICI BANK,hyderabad,"My existing home loan is with ICICI bank which I am holding it for the last 2.5 years. I felt they have high rate of interest which is 10.25%, so I planned transfer to some other bank. If I want to take top up on it they will increase my rate of interest to 12.25%. I want to get top up loan for my home renovation. ","Sep 24, 2014"
ICICI BANK,pune,"ICICI bank was not able to offer the 100% loan amount which i was required as per their norms so, i closed the home loan application with them.But they were good enough in giving the response to the customer and informing the details. ","Sep 24, 2014"
ICICI BANK,mumbai,They need to avoid unnecessary document. Not easy to get a Home loan from ICICI Without any documents. 9.9% rate of interest its fine but processing 1cahrges charged by them 10k it would be great if they charged 5k. Hidden charges are high when I compare to Maharashtra bank.,"Sep 24, 2014"
ICICI BANK,bangalore,"When I applied for the home loan, I got an offer from ICICI Bank with 10.25% rate of interest. They respond on time. Only thing is, they wants form registration certificate but on that I did not submit the documents on time. So they closed my application. ","Sep 24, 2014"
ICICI BANK,bangalore,"The representative form icici bank who came to meet me for the home loan process was very good and helped me lot with regards the process. He never forced to take a loan from their bank rather he guided me with my requirement . As my builder the forced me to take the loan from LIC so i was not able to avail with icici bank . The processing fee offered by icici bank was 10,000 were as other bank are charging more than 20,000.","Sep 24, 2014"
ICICI BANK,chennai,Due to some personal issue I was postponed the plan to taking the home loan. ICICI Bank offered 10lakhs loan amount and their approach was good. They explained me every thing about my home loan. Surly I will visit again in future if I required.,"Sep 24, 2014"
ICICI BANK,bangalore,icici bank is offering the similar interest rate as 9.95% as other banks. But they do a good follow up as they called me 3-4 times for the home loan process as i was not able to finalize the property so did not avail the service. ,"Sep 24, 2014"
ICICI BANK,kolkata,The ICICI bank wasted my time saying they will come to collect the documents but no one come to collect it and there is no proper response too.But the charges were normal like rate of interest was 9.85% and processing fee was .5% on the loan amount which was seen through online only.They should develop the communication and work as per the commitment.,"Sep 24, 2014"
ICICI BANK,chennai,ICICI Bank offered me a Home loan. They offered 3 scheme for the rate of interest and based on my criteria they offered higher rate of interest.Their follow up was good but at the same time I got an direct approach from DHFL so I dropped the plan with ICICI Bank. ,"Sep 24, 2014"
ICICI BANK,pune,The ICICI bank just provided the list based on the requirement and there was follow up and that information was also received by an message no telephonic conversation was done. Rate of interest offered was 9.15% which as per market rate.,"Sep 24, 2014"
ICICI BANK,pune,Everything was good with icici bank but i was incomplete with my documents for the home loan. Response was not so good because i have to wait for the long time and the representative tells to come to his place which is long way from my place. Interest rate offered was nearly 9% which was as per the rbi line and the processing fee informed was 6000-7000 . I like the transparency of the executive in giving the information.,"Sep 24, 2014"
ICICI BANK,kalyan,I am happy with the service provided by ICICI Bank was really good based on the home loan process.They have offered better eligibility amount to the customer in a home loan.They have processed the home loan application within a months time.The documentation process was very easy and smooth.,"Sep 24, 2014"
ICICI BANK,chennai,"Compare to SBI and HDFC Banks are quiet similar with their rate of interest. In ICICI Bank offered me a higher rate of interest based on my home loan so, I postponed the plan. It will be better if they provide lesser rate of interest. Other wise they done a good job and their approach was good. ","Sep 24, 2014"
ICICI BANK,chennai,Immediate response was given by icici bank once approached them for the home loan process. They also shared information with regards to the process but my property was not finalize so did not avail the service with them. ,"Sep 24, 2014"
ICICI BANK,new delhi,Rate of interest was huge in ICICI Bank. I have seeking for home loan but I dropped the plan. They need consider the people. Response was quiet better but some time they have lots of problem with them and it would be great if they improve their service. ,"Sep 24, 2014"
ICICI BANK,pune,The processes was all good with icici bank for the home loan but the feature which i was excepting was not available with them like Max gain or home credit so i move on with sbi bank.I would suggest they can implement at the earliest so that they will not loose the customers. Apart from that the guy followed up very nicely for the process.,"Sep 23, 2014"
ICICI BANK,new delhi,In ICICI Bank ; I feel staffs have very low qualification. They have nothing knowledge of organisation and basic things i.e. General knowledge. Verification teams were talk as layman. Hence you are requested to not take Home loan from this bank. They takes very much time for granting Home loan. ,"Sep 23, 2014"
ICICI BANK,hyderabad,It was good experience with ICICI bank as they have approved the loan in a short time as i provided all the documents and i received the sanction . Interest rate offered was 10.25% they should waive off the processing fee but they have charged. ,"Sep 23, 2014"
ICICI BANK,pune,One of my friend is working with Icici bank hen I had no issues with Icici while processing my home loan. I provided all the required documents to my friend and he has done all the formalities. Interest rates and charges is one of the best what ever they offered me. Hence I had a very good experience with Icici bank. ,"Sep 22, 2014"
ICICI BANK,mohali,My home loan amount was approved very quick after all the verification from icici bank. Rate of Interest offered was 9.8% but the processing fee is little bit more comparing with the nationalized bank.I was disappointed that the bank did not give the prior information in proving the cheque to the builder. ,"Sep 21, 2014"
ICICI BANK,kolkata,I took a home loan from icici bank I had a fabulous experience as the representative of the bank were adhering and never except such experience with any kind of the bank. Interest rate was very good while disbursing the loan the processing fee was least comparing with sbi bank. It took only than 2 weeks for the disbursement. ,"Sep 19, 2014"
ICICI BANK,new delhi,It was a very efficient process from ICICI Bank for my home loan. The process was very quick. The whole process was completed within four days. The rate of interest was reasonable. They also offered a good processing fee. It was a excellent experience with the bank for the home loan.,"Sep 18, 2014"
ICICI BANK,bangalore,It was long time back around 10 year back I availed a home loan from Icici bank. At that time the process was good. Their service was okay. Interest rate at that time it was 7% and now it is quit high 11% floating . They have processed my loan in 15 days and i have no suggestion aswell. ,"Sep 18, 2014"
ICICI BANK,chennai,"The company where am working is a proprietorship firm, So as per ICICI bank norms they are not able to provide the housing loan. Rather than than they are good in service. They provided me the feedback very immediately, which is the good one. Also they are giving some good discounts to the working women.","Sep 18, 2014"
ICICI BANK,mumbai,I do have the home loan with the ICICI bank. Rate of interest is the only thing which makes me to go ahead with them and it would be around 10% as fixed. I dont want to go ahead with the floating. Customer service and the responsiveness are okay with them. Documentation went in the smooth manner.,"Sep 18, 2014"
ICICI BANK,dindigul,I have taken the home loan with the ICICI bank for the rate of interest as 9.9% and the services are very good with them. Documentation is nominal with them and the loan got sanctioned within 15 days of time and I got the first cheque within a week of time.,"Sep 18, 2014"
ICICI BANK,hyderabad,My home loan was taken from ICICI bank where I completed within five years. They were very fast in processing. They will help the customers as much they can which is really appreciable. It would be great if they decrease the interest rates as per market ratings. ,"Sep 16, 2014"
ICICI BANK,chandigarh,I took home loan from ICICI bank. The customer service is very good and they offered the rate of interest of 10% as a fixed rate and the processing fee was .25% on the loan amount. The producer is very lengthy which discomforts the customer and the terms and conditions are very high. ,"Sep 16, 2014"
ICICI BANK,bangalore,"My property is belongs to panchayat circle, ICICI is the only bank who approved loan for that location. Since it is an private sector I have applied for my house loan with them. Being as a private bank they are very slow in processing. I gave the request for stage process but they took one month to complete it. ","Sep 12, 2014"
ICICI BANK,new delhi,ICICI bank executives contacted me when I applied for a home loan. In first meeting they asked me for few documents. I provided the same and within just 15 days I got a loan from them. It was a good experience. ,"Sep 12, 2014"
ICICI BANK,hyderabad,"Everything went smooth with icici bank. They did everything for me, when I applied for a home loan. Everything was peacefully done. Within 48 hours I got the approval and the money was released in just one week. They have to keep up the same commitments. Sometimes there was a small delay in the process since the branch is over crowded, they have to work on that. ","Sep 12, 2014"
ICICI BANK,mumbai,I have got different comparison codes the first agent whom I spoke with has given an incomplete information . Later I had to speak with the Manager to get the things sorted out. Interest rate offered by them was good and they have not disclosed the complete information and later part I got to know about it.,"Sep 11, 2014"
ICICI BANK,mumbai,I transfered my existing Home Loan to ICICI Bank around 4 years back. They took around 15 days to complete the entire process of transfer. Myself and my brother are co-applicants in the loan. We have transferred the loan for 20 years. Overall response from the Bank is quite good.,"Sep 11, 2014"
ICICI BANK,bangalore,I tried for applying my Home Loan with ICICI bank through online website. The property which I identified was approved by ICICI and HDFC LIMITED. I submitted my application to ICICI bank but there was no response from me. I felt the bank executives should show some interest in processing the customers applications. Since I did not got any response from them switched over to other bank. ,"Sep 11, 2014"
ICICI BANK,vadodara,I availed Home Loan from ICICI Bank in 2004. The tenure period of my loan is 20 years. In last 10 years I have not faced any issues from the Bank. Interest rate applied for the loan is as per market rates and Bank sends paper communications regarding the updates in interest rates.I am satisfied with ICICI bank.,"Sep 10, 2014"
ICICI BANK,pune,I transfered my existing Home Loan with TATA Capital to ICICI Bank just 2 years back. I did not find any difficulty in the processing. The entire process was completed in 15 days. Rate of interest offered by ICICI Bank is competitive in the market. Bank also offered me a top up loan as per my expectation.,"Sep 10, 2014"
ICICI BANK,ahmedabad,The icici bank did a long process to disbursed the Home loan early 1.5 month and the executive are not trained good as they are mis guiding the customer so I visited the bank directly to complete the process.Interest rate and processing fee charged were nominal. Documentation process was good.,"Sep 10, 2014"
ICICI BANK,noida,Customer care is not good with ICICI housing loan when I approach them they will listen to my query however they dont respond back. They say that they will call me back however they dont return my call. The staff their are not responsible they are not customer friendly and especially the Branch in Noida is not good at all. Even at the time of loan disbursement I had to call them to find out the status of the loan.,"Sep 10, 2014"
ICICI BANK,mumbai,ICICI bank is lack in the communication with the customer support and the response is also very average when i reached them for the personal loan. They did not provide the best interest rate for the privileged customer but they were quite up front with the processing fee.My suggestion is that they have to improve the customer service like professional as citibank and hsbc bank. ,"Sep 09, 2014"
ICICI BANK,bangalore,Icici people they did not call me in the particular time. After a month I got a call from Icici mean while I had taken loan from some other bank. Hence I dropped the plan with Icici bank. I suggest Icici bank they should be more prompt and the precessing fee should be there it should be waived off. ,"Sep 08, 2014"
ICICI BANK,coimbatore,I have taken the housing loan with the ICICI bank. I have foreclosed this and the charges are around 3000 Rupees. The rate of interest is around is 12% which is floating. Customer service and the responsiveness are excellent with them and I can say its very beneficial one for me.,"Sep 08, 2014"
ICICI BANK,new delhi,It was much fine with Icici bank Their response was really very good. Customer service was good. Interest rate and processing fee was fine it was a minimum one. Documentation was done very comfortably over all everything was fine with Icici bank when they processed my loan with them. ,"Sep 08, 2014"
ICICI BANK,mumbai,"The process took long time with Icici bank. They required more documents which is not required by the other banks. Actually they should be more faster in documentation process. Their service was okay. The rates and the charges were okay, it was same as the others and it was a lowest one what they offered me. ","Sep 08, 2014"
ICICI BANK,chennai,It was okay with Icici bank. I had no issues with Hdfc when I processed my home loan. Their customer support was good. Precessing fee as bit high comparatively. It would be nice if they reduce it. In 2 months they processed my loan. Over all it was good with Icici bank . ,"Sep 08, 2014"
ICICI BANK,mumbai,It was a friendly experience with Icici bank while processing my home loan with them. What ever is my requirement and when ever I reach them the customer service used to help me out. Interest rate was nominal Processing fee is dame as the other banks. It was very good with Icici within 20 days they processed my home loan. ,"Sep 08, 2014"
ICICI BANK,new delhi,It was much fine with Icici bank. Their response was really very good. Customer service was good. Interest rate and processing fee was fine it was a minimum one. Documentation was done very comfortably over all everything was fine with Icici when they processed my loan with them. ,"Sep 07, 2014"
ICICI BANK,pune,"It was very good experience with Icici bank. Their customer service was very good, they came to collect the documents and I did not got an option to visit the bank. Interest rate is 9.9% in which I am satisfied with that, the charges was very low. In a weeks time they processed my home loan. Hence It was good with Icici bank while processing my home loan. ","Sep 07, 2014"
ICICI BANK,nasik,My Home Loan was processed by ICICI Bank in 2008. I have added my wife as co applicant in the loan. Bank was good enough to offer me top-up over my existing loan in February 2014. I would recommend ICICI Bank to other because ICICI bank does not expect any guarantor for the loan.,"Sep 07, 2014"
ICICI BANK,hyderabad,My Home loan application process got closed with ICICI Bank because I am unable to provide the required documents for a home loan.They required normal documents for the loan.The interest rate offered was good but I felt the follow up provided was not that good.When I was ready with the documents they failed to make a follow up towards application. ,"Sep 05, 2014"
ICICI BANK,bangalore,I submitted an application for my Home loan with ICICI bank in the month of July. The called me immediately and given the documents details which I need to submit with them. They wanted my last three month payslips from the current company where I was unable to submit that time. So I requested them to contact me on this month for further processing of my application. ,"Sep 04, 2014"
ICICI BANK,mumbai,Through online website I have applied for my Home Loan with ICICI bank. The bank executive has contacted me immediately and given all the details about Home Loan. I felt the processing fees is very high with them where he told me rupees 7000 will be charged. It would be great if they reduce their processing fees. ,"Sep 04, 2014"
ICICI BANK,noida,I tried for applying my Home Loan with ICICI bank. Their response is very good and they are very professional in managing their business. I felt their processing fees is on higher side. Since there was some legal issues with the builder ICICI bank has not approved my loan amount. ,"Sep 04, 2014"
ICICI BANK,kolkata,"I planned to take my Home Loan from ICICI bank. I felt the process is very much slow with them and I was unable to go through their process. They took hardly 25 days to complete my application processing. Actually speaking they forgot about my application, I called their customer care and informed them that I am waiting for their response. Since I was not happy with their services I switched over to HDFC LIMITED. ","Sep 04, 2014"
ICICI BANK,gurgaon,"One of my relative was working for ICICI bank, through him I applied for my Home loan with them. They have processed my application in a shortest time. I also got a pre approval letter to choose the right property for me. I have taken my loan amount from them, overall it was a quick and easy processing. ","Sep 04, 2014"
ICICI BANK,gurgaon,My experience was good with ICICI bank for applying my Home Loan with them. Through on line website I have applied for this loan. Since my application was submitted through online website they were very faster than normal processing. I have not identified the property that time so not taken this loan from them. ,"Sep 04, 2014"
ICICI BANK,mumbai,"My experience was good with icici bank for the home loan process. Offered rate of interest was 9.85% and processing fee was Rs.11,000. But i was not able to avail the offer because the property which i selected was not inside the Maharashtra so, planning to finalize the property soon.","Sep 04, 2014"
ICICI BANK,new delhi,Through online website I have tried for applying my Home Loan with ICICI Bank. The process went smoothly and I felt they were little slow in processing my application. I was looking for some properties that time where I was unable to finalize on time. Since I had some issues not taken this loan. ,"Sep 04, 2014"
ICICI BANK,bangalore,I have contacted by ICICI bank person through online website regarding my Home Loan application. The bank executive who called me has given all the details about home loan and also he informed me about the required documents which I need to submit to them. Later on I did not got any response from them and still now there was no call also. ,"Sep 04, 2014"
ICICI BANK,mumbai,Through online website I have applied for my Home Loan with ICICI bank. They contacted me regarding this and asking for the documents for further processing. Since I do not have IT returns with me I was unable to submit my documents. I am not sure about the application status. ,"Sep 03, 2014"
ICICI BANK,chennai,I applied for my Home Loan with ICICI bank through online website. Mr. Pandiyan is the bank person who assisted me regarding this. I was unable to submit my ITR copies so I requested them to hold my application processing for some time. Once I got my documents I will request them to reopen my application. ,"Sep 03, 2014"
ICICI BANK,hyderabad,"When I tried to apply for my Home Loan with ICICI bank they have not processed my application. They have offered me 9.90% interest rate, since the property which I hold is comes under gram panchayat they said it cannot be doable with them. So I approached the local government bank and I have taken this loan from them. ","Sep 03, 2014"
ICICI BANK,bangalore,I planned for applying my Home Loan with ICICI bank. I am quite happy with their customer services. I felt the rate of interest is very high with them when compared with other banks. Since I have not finalized with my property dropped my plan now. I also requested them to stop process my application. ,"Sep 03, 2014"
ICICI BANK,mumbai,"I approached ICICI bank directly for my Home Loan. Mr.Mahendira is the bank executive who assisted me very well regarding my loan application. As per the bank norms they have processed my application, instead of Form 16 I have submitted my Income Proof to them for further processing. Now I got a pre sanctioned approval letter for the loan amount of 16 lakhs rupees. ","Sep 03, 2014"
ICICI BANK,mumbai,"Through online website I tried for applying my Home Loan with ICICI bank. Immediately I got a call from the bank executive, he was explaining me about the loan details. When I checked with him regarding the documents he said Form 16 is mandatory. Later on I was not contacted by them at any time and I am not sure about the application status as well. ","Sep 03, 2014"
ICICI BANK,kolkata,The rate of interest is around 10.25% for the home loan which I applied with the ICICI bank. ICICI bank denied to provide the sanctioned letter because of my employer doesn't comes under their criteria. They are very professional and supportive in the calls.,"Sep 03, 2014"
ICICI BANK,bangalore,It was a very good experience with ICICI bank for applying my Home Loan with them. They have offered me a common rate of interest with good discounts in fees and charges. My documentation process has been completed with them. I personally requested them to hold my application since there are some factors needs to be updated from my side. ,"Sep 03, 2014"
ICICI BANK,bangalore,It was great working with ICICI bank when i took a home loan with them. The main reason i choose them is that the charges were low comparing with other banks in the market. The only thing is that they were not giving the acknowledgment receipt before I asked them of it. Within 15 days the loan was disbursed. ,"Sep 03, 2014"
ICICI BANK,chennai,"The experience was good with ICICI bank but there was delay for 2 days in approaching me back for my home loan requirement . There were not more transparency until I put forth the questions .The reason I change my mind of not availing the loan with them because the interest rate is very high comparing with hdfc and sbi bank .But, they have a excellent customer service. ","Sep 03, 2014"
ICICI BANK,pune,"Initially I tried for applying my Home Loan with ICICI bank. Since the APF number has not been generated my application was kept on hold. They have offered me 9.85% interest rate, Mr.Sandeep patil is the bank executive who assisted me very well. They took 45 days to get the APF number and to complete my application process. ","Sep 03, 2014"
ICICI BANK,new delhi,I planned to take my Home Loan from ICICI bank through online website. The bank executive has called and assisted me very well. Since I do not have proper documents for the property I was not able to submit the documents to the bank on time. My application was canceled with them. ,"Sep 02, 2014"
ICICI BANK,faridabad,"I tried for applying my Home Loan with ICICI bank. They were good in processing, once my application was forwarded to them they contacted me immediately. I felt the rate of interest is quite higher when compared with other banks. Since I have not finalized with the property I postponed my plan. ","Sep 02, 2014"
ICICI BANK,new delhi,Through online website I tried for applying my Home Loan with ICICI bank. They have offered me rate of interest of 9.90 percent but when I checked with other banks I came to know that SBI bank was offering for 9.70%. Since it is an nationalized bank I wanted to associate with them so I switched over to SBI. ,"Sep 02, 2014"
ICICI BANK,navi mumbai,"I have never faced any issue with ICICI bank. I took this home loan in 2005, still the EMI is running. They were helpful in providing the loan. Now I donÌ¢??t have any communication with them, EMI is deducted every month. They have given an option to make part payment and fore close the loan. ","Sep 02, 2014"
ICICI BANK,thane,"When I applied for the home loan with icici bank through online within 48 hours I received the call from them. They informed all the details with regards to the process like emi, interest rate , transfer charges , processing fee and other charges too.......through I got the clear picture. ","Sep 02, 2014"
ICICI BANK,vijayawada,"I took my home loan with ICICI bank in 2006. They collected lot of documents for the loan process. The processing time is quick and they disbursed the loan amount in 10 days. Since I got a better interest rate with a nationalized bank, I transferred the existing home loan to that bank. They are not giving priority for existing customers. It would be better if they give importance to senior customers.","Sep 01, 2014"
ICICI BANK,tiruchirapalli,The loan process was really simple with ICICI Bank based on the home loan because I do have my salary account with this Bank.The documents related for the loan was quite minimal.They have taken around 2weeks time to process the loan application. ,"Sep 01, 2014"
ICICI BANK,delhi,"When I approached for my home loan with Icici bank, they promptly helped me in collecting my documents they have never delayed. They called on the said time. Precessing fee was zero percent. Interest rate is 9.85% which is normal as the other banks. They were more transparent in terms of rates ans the charges. ","Aug 31, 2014"
ICICI BANK,mumbai,My home loan was disbursed from icici bank very quick comparing with HDFC ltd. Interest rate and processing fee charged were competitive. They collected very less documents compared to hdfc ltd. They manged some of the requirements by there own.,"Aug 31, 2014"
ICICI BANK,mumbai,"Since I had a salary account with icici bank, they gave me a pre approved letter for home loan. The documentation part was okay. They took 15-20 days for them to process the loan. The tenure period given to repay the amount is really good. It will be good if they can improve the responsiveness and process the loan quickly. ","Aug 29, 2014"
ICICI BANK,kolkata,I have taken this loan with ICICI Bank since the bank is the sponsor for the flat I have got.I have foreclosed the loan since they have provided unacceptable customer service.They really behave in abnormal way to the customer.The bank is situated in a very long distance so I am unable to travel as well.The interest rate offered was a comparable rate. ,"Aug 28, 2014"
ICICI BANK,chennai,I have got the call after 4 days of time from the ICICI bank for the home loan application which I have submitted. The rate of interest is 11% and am not okay with them. The rate of interest is only the constraint that I would like to go ahead with some other bank.,"Aug 27, 2014"
ICICI BANK,pune,The loan process was very quick and fast with ICICI Bank based on Home loan.The interest rate offered was really high and the flexibility provided with charges are very less.They do apply high preclosure charges but with no facility.I will not recommend about this bank to others for loan.,"Aug 27, 2014"
ICICI BANK,mumbai,I visited the branch myself with my documents for Home Loan application. I got very good response from the staff and within few hours all the formalities were completed. I am getting the loan amount and the tenure period as per my expectation. I am happy with ICICI Bank.,"Aug 27, 2014"
ICICI BANK,mumbai,It was a long process for my home loan with ICICI bank. The whole process took a month. It was an average process. The rate of interest offered by the bank was as per the market. They offered me a discount on the processing fee because for the company I work for.,"Aug 26, 2014"
