name,club,pos,status,news,chance_of_playing_this_round,chance_of_playing_next_round,now_cost,total_points,event_points,minutes,points_per_game,points_per_game_last3,form,value_form,value_season,dreamteam_count,selected_by_percent,transfers_out,transfers_in,transfers_out_event,transfers_in_event,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,ep_this,ep_next
Cameron Brannagan,Liverpool,Midfielder,major injury,Ankle injury - Expected back 28 Jan,0,0,4.2,0,0,0,0,0,0,0,0,0,0.1,2588,2206,263,256,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
Pedro Chirivella,Liverpool,Midfielder,long loan,Joined Dutch side Go Ahead Eagles on loan from 6/1,0,0,4.2,0,0,0,0,0,0,0,0,0,0.1,2584,2733,356,459,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0
Sadio ManÃƒÂ©,Liverpool,Midfielder,short loan,On international duty at the Africa Cup of Nations,0,0,9.2,113,6,1655,5.9,3.7,5.3,0.6,12.2,2,11.3,1070957,914780,317487,5011,2,-2,-2,2,9,6,7,17,0,0,0,3,0,0,8,367,518.2,505.3,798,181.8,635,6.8,0
Christian Benteke,Crystal Palace,Forward,minor injury,Shoulder injury - 75% chance of playing,75,75,7.5,68,1,1544,3.8,0.7,1,0.1,8.9,1,6.8,658855,811451,114607,4656,0,-1,0,1,8,1,1,33,0,0,2,4,0,0,6,202,336.6,254.6,802,138,315,1.5,0.8
Daniel Sturridge,Liverpool,Forward,active,,100,100,9.7,36,6,489,3,5.3,4,0.4,3.7,0,0.9,84452,62977,2914,2245,-3,0,3,0,2,4,1,5,0,0,0,1,0,0,1,120,141.2,108.9,349,59.5,283,5.5,4
Mario Balotelli,Liverpool,Forward,long loan,Transferred to Nice,0,0,6.3,0,0,0,0,0,0,0,0,0,0.2,11477,1726,133,74,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,Liverpool,Forward,major injury,Knee injury - Unknown return date,0,0,5.4,0,0,0,0,0,0,0,0,0,0.2,22780,3743,155,49,-6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
Divock Origi,Liverpool,Forward,active,,100,100,6.7,51,1,635,3,2.3,2.3,0.3,7.5,1,6.7,468415,497441,109701,9497,-3,-1,3,1,4,2,2,10,0,0,0,0,0,0,7,168,193.6,127.3,264,58.4,200,3.8,2.3
Joe Hart,Man City,Goalkeeper,long loan,Joined Torino in season-long loan deal,0,0,5.3,0,0,0,0,0,0,0,0,0,1.1,172635,2553,367,23,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0
Willy Caballero,Man City,Goalkeeper,active,,100,100,4.7,6,0,270,2,2,0,0,1.3,0,0.3,26590,20563,222,44,-3,0,3,0,0,0,0,3,0,0,0,0,0,5,0,39,47.6,0,0,4.8,45,0.5,0
Aleksandar Kolarov,Man City,Defender,active,,100,100,5.8,53,1,1635,2.8,3,2.8,0.5,9.1,1,3.7,150981,81021,10254,2146,-2,0,2,0,1,1,4,20,1,0,0,5,0,0,2,319,413.6,174.6,162,75.2,429,3.3,2.8
Pablo Zabaleta,Man City,Defender,active,,100,100,4.7,27,0,738,2.5,6,1,0.2,5.7,1,1.3,70726,44253,3620,3075,-3,0,3,0,1,0,1,12,0,0,0,2,0,0,4,140,172,104.8,83,36,152,1.5,1
Vincent Kompany,Man City,Defender,active,,100,100,5.9,3,0,114,1,1,0,0,0.5,0,0.4,18437,5418,236,115,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13,16.4,1.3,6,2.4,173,0,0
GaÃƒÂ«l Clichy,Man City,Defender,active,,100,100,5.2,42,11,911,3.8,6.3,4.8,0.9,8.1,1,1.2,47976,23193,1583,5429,-3,0,3,0,1,0,3,9,0,0,0,0,0,0,4,212,208.2,142.4,17,36.8,166,5.3,4.8
Bacary Sagna,Man City,Defender,active,,100,100,5.3,27,1,842,2.7,3,2.3,0.4,5.1,0,1.8,225667,27841,1267,324,-2,0,2,0,0,1,2,10,0,0,0,2,0,0,1,176,146,88.3,29,26.3,386,2.8,2.3
Eliaquim Mangala,Man City,Defender,long loan,Joined Valencia in season-long loan deal,0,0,5.4,0,0,0,0,0,0,0,0,0,0.3,20389,890,92,21,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0
NicolÃƒÂ¡s Otamendi,Man City,Defender,active,,100,100,5.9,48,3,1401,3,4,3.5,0.6,8.1,1,2.7,107427,56637,2911,983,-1,0,1,0,0,2,3,15,0,0,0,6,0,0,7,332,431.8,78.7,133,64.5,353,4,3.5
Fabian Delph,Man City,Midfielder,active,,100,100,4.7,2,0,30,1,1,0,0,0.4,0,0.1,6581,1438,49,20,-3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4.2,2,0.6,156,0,0
Raheem Sterling,Man City,Midfielder,active,,100,100,7.7,87,5,1478,4.8,5.3,6.3,0.8,11.3,2,10.4,1158851,1410675,36342,41195,-3,0,3,0,5,7,4,15,0,0,0,3,0,0,7,283,348,405.7,663,141.6,400,6.8,6.3
Samir Nasri,Man City,Midfielder,long loan,Joined Sevilla in season-long loan deal,0,0,6.4,1,0,16,1,1,0,0,0.2,0,0.2,12489,1095,114,50,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,12.3,41,5.8,164,0,0
David Silva,Man City,Midfielder,active,,100,100,8.7,60,0,1470,3.3,2.7,3.3,0.4,6.9,0,2.2,208166,69984,5749,3050,-3,0,3,0,1,5,4,19,0,0,0,3,0,0,5,301,299.2,665.7,392,135.8,351,3.8,3.3
Gnegneri Yaya TourÃƒÂ©,Man City,Midfielder,active,,100,100,7.3,37,1,676,4.1,4.7,3.8,0.5,5.1,2,1.3,129211,104158,9045,7174,-7,0,7,0,3,0,2,7,0,0,0,2,0,0,6,170,210.6,153.1,184,54.8,525,4.3,3.8
JesÃƒÂºs Navas,Man City,Midfielder,active,,100,100,6.1,24,1,510,1.7,1,0.8,0.1,3.9,0,0.6,37235,14339,536,281,-4,0,4,0,0,2,1,10,0,0,0,1,0,0,0,106,57,206,107,36.9,408,1.3,0.8
Fernando Luiz Rosa,Man City,Midfielder,suspended,Suspended until 05 Feb,0,0,5.3,38,-2,1471,2.2,1,0.8,0.2,7.2,0,1.4,117878,69608,5595,193,-2,0,2,0,1,1,3,17,0,0,0,3,2,0,3,239,273.6,305.9,169,74.7,417,1.3,0
Fernando Francisco Reges,Man City,Midfielder,minor injury,Knock - 75% chance of playing,75,75,4.7,14,0,532,1.3,1,0.5,0.1,3,0,0.2,13700,6863,499,288,-3,0,3,0,0,0,1,8,0,0,0,3,0,0,1,90,106.2,64.8,27,19.8,236,1,0.4
Kevin De Bruyne,Man City,Midfielder,active,,100,100,10.6,94,2,1482,4.9,2.3,3.5,0.3,8.9,2,7.8,971644,967285,39454,6963,1,0,-1,0,2,11,3,19,0,0,1,2,0,0,17,384,416.2,920.7,482,182.1,546,4,3.5
Ilkay GÃƒÂ_ndogan,Man City,Midfielder,major injury,Knee injury - Unknown return date,0,0,5,41,0,704,4.1,1.7,0,0,8.2,1,1.8,684018,698963,9528,315,-5,0,5,0,3,1,3,8,0,0,0,0,0,0,2,196,186.8,209.6,199,59.6,0,0,0
Manuel Agudo DurÃƒÂ¡n,Man City,Midfielder,active,,100,100,8.5,49,0,735,3.5,3.3,0.3,0,5.8,1,1.1,254121,213152,1300,73,-5,0,5,0,4,3,3,6,0,0,0,3,1,0,2,157,204,223.2,370,79.4,0,0.8,0.3
Oleksandr Zinchenko,Man City,Midfielder,long loan,Season-long loan to PSV Eindhoven,0,0,5.3,0,0,0,0,0,0,0,0,0,0,2347,138,8,8,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio AgÃƒÂ_ero,Man City,Forward,active,,100,100,12.8,83,7,1141,5.9,2.7,2.3,0.2,6.5,4,21.8,2751546,1872659,27541,49964,-2,0,2,0,11,1,2,15,0,0,1,3,1,0,18,310,431,199.2,930,155.6,789,2.8,2.3
Wilfried Bony,Stoke,Forward,short loan,On international duty at the Africa Cup of Nations,0,0,7,29,0,684,2.9,1.3,0.3,0,4.1,1,0.7,127581,112705,1679,127,-5,0,5,0,2,0,3,12,0,0,0,1,0,0,3,92,103,116.9,271,49,249,0.3,0
Kelechi Iheanacho,Man City,Forward,active,,100,100,6.2,46,1,446,3.3,2.3,2,0.3,7.3,1,3.1,742008,749621,18911,2173,-8,-1,8,1,4,3,1,6,0,0,0,0,0,0,6,167,221.8,177.4,451,84.5,242,2.5,2
David de Gea,Man Utd,Goalkeeper,active,,100,100,5.4,71,6,1800,3.5,3.7,4.3,0.8,13.1,1,34.7,707648,317603,30073,23406,-1,0,1,0,0,0,7,19,0,0,0,1,0,43,2,314,310.6,10,0,32,368,5.3,3.8
Sergio Romero,Man Utd,Goalkeeper,active,,100,100,4.7,0,0,0,0,0,0,0,0,0,0.1,3273,796,87,41,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,-0.5
Chris Smalling,Man Utd,Defender,active,,100,100,5.8,23,1,551,2.3,1.3,1,0.2,4,0,1,49660,17433,617,337,-2,0,2,0,1,0,1,10,0,0,0,0,0,0,0,119,142.2,3.3,45,19,381,2,0.5
Phil Jones,Man Utd,Defender,active,,100,100,4.9,32,6,810,3.6,4.7,3.5,0.7,6.5,0,3.8,48973,193006,10909,19690,-1,0,1,0,0,0,3,6,0,0,0,0,0,0,2,186,206.2,26.4,83,31.6,64,4.5,3
Guillermo Varela,Man Utd,Defender,long loan,Season-long loan to Eintracht Frankfurt,0,0,4.5,0,0,0,0,0,0,0,0,0,0,428,146,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
Luke Shaw,Man Utd,Defender,active,,100,100,5.2,28,0,525,4,2.7,0,0,5.4,1,7.2,831661,367293,6251,183,-3,0,3,0,0,1,3,5,0,0,0,0,0,0,2,132,79.2,73.7,37,19,92,1,-0.5
Marcos Rojo,Man Utd,Defender,minor injury,Muscle injury - 75% chance of playing,75,75,5.2,38,7,966,3.2,3.3,4,0.8,7.3,0,0.8,27414,29767,4604,2570,-3,0,3,0,0,0,4,9,0,0,0,3,0,0,4,214,251.4,57.7,51,36.1,192,5,2.6
Patrick McNair,Sunderland,Defender,major injury,Knee injury - Unknown return date,0,0,4.2,12,0,353,1.3,3,0,0,2.9,0,0.2,14308,4731,300,53,-3,0,3,0,0,0,1,9,1,0,0,0,0,0,0,58,30.6,51.1,28,10.7,28,0,0
Antonio Valencia,Man Utd,Defender,active,,100,100,5.4,55,5,1501,3.2,3,3.8,0.7,10.2,1,7,532875,408438,13487,16343,-1,0,1,0,0,0,6,15,0,0,0,4,0,0,4,334,320.2,366.3,109,79.6,186,4.8,3.3
Matteo Darmian,Man Utd,Defender,active,,100,100,5,33,0,687,3.7,3,2,0.4,6.6,0,0.8,75409,32307,3695,412,-5,0,5,0,0,0,4,4,0,0,0,2,0,0,3,162,116.4,59.5,13,18.9,257,3,1.5
Cameron Borthwick-Jackson,Man Utd,Defender,long loan,Joined Wolves in season-long loan deal,0,0,4.4,0,0,0,0,0,0,0,0,0,0,2978,96,15,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
Timothy Fosu-Mensah,Man Utd,Defender,active,,100,100,4.1,1,0,1,1,1,0,0,0.2,0,0.2,8311,3030,250,268,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40,1,-0.5
Daley Blind,Man Utd,Defender,active,,100,100,5.3,62,0,1080,4.8,5,3.3,0.6,11.7,1,5.6,356812,419465,24397,4697,-2,0,2,0,1,2,5,12,0,0,0,2,0,0,10,330,352,274.6,71,69.7,477,4.3,2.8
Eric Bailly,Man Utd,Defender,short loan,On international duty at the Africa Cup of Nations,0,0,5.3,34,0,918,2.8,1.3,0.5,0.1,6.4,0,5.9,502782,193361,7741,275,-2,0,2,0,0,0,3,11,0,0,0,3,0,0,7,216,214.6,21.9,59,29.7,0,0,0
Juan Mata,Man Utd,Midfielder,active,,100,100,7.2,65,9,959,4.3,5.3,4,0.6,9,1,2.5,244652,247345,5489,15213,-3,0,3,0,4,2,6,10,0,0,0,2,0,0,9,298,313,423.3,431,116.8,586,5,3.5
Marouane Fellaini,Man Utd,Midfielder,active,,100,100,5.8,21,0,783,1.4,1.7,1.3,0.2,3.6,0,0.2,17648,10551,186,130,-2,0,2,0,0,0,4,11,0,0,0,6,0,0,0,137,146,130,119,38.9,164,2.3,0.8
Memphis Depay,Man Utd,Midfielder,active,,100,100,7.1,3,0,24,0.8,0.7,0,0,0.4,0,0.2,7239,963,96,40,-4,0,4,0,0,0,0,1,0,0,0,1,0,0,0,6,1.2,1.8,4,0.7,259,1,-0.5
Michael Carrick,Man Utd,Midfielder,active,,100,100,4.3,20,3,733,2.2,2.7,2,0.5,4.7,0,2,75392,99614,6984,17076,-2,0,2,0,0,0,3,5,0,0,0,0,0,0,0,137,145.2,62.7,18,22.5,275,2.3,1.5
Ashley Young,Man Utd,Midfielder,active,,100,100,5.1,6,0,237,1.5,1.7,0,0,1.2,0,0.1,3280,1164,70,30,-4,0,4,0,0,0,1,3,0,0,0,1,0,0,0,41,42.6,16.8,18,7.8,178,1,-0.5
Adnan Januzaj,Sunderland,Midfielder,active,,100,100,5.3,22,2,877,1.7,3,2.3,0.4,4.2,0,0.5,51899,33572,429,1169,-2,0,2,0,0,1,1,22,0,0,0,1,1,0,0,85,120.8,251.2,195,56.8,33,0.8,1.8
Ander Herrera,Man Utd,Midfielder,active,,100,100,6.3,47,7,1367,2.8,4,3.8,0.6,7.5,0,0.9,33006,47229,4034,7404,-2,0,2,0,0,3,6,12,0,0,0,2,1,0,5,301,320.2,400.7,156,87.9,307,4.8,3.3
Andreas Pereira,Man Utd,Midfielder,long loan,Season-long loan to Granada,0,0,4.4,0,0,0,0,0,0,0,0,0,0,2738,693,18,8,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Morgan Schneiderlin,Everton,Midfielder,active,,100,100,4.6,3,0,14,1,1,0,0,0.7,0,0.4,11858,11114,770,9197,-4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,9,1.6,4.9,2,0.9,317,0,-1
Morgan Schneiderlin,Man Utd,Midfielder,active,,100,100,4.6,3,0,14,1,1,0,0,0.7,0,0.3,11517,5534,429,3617,-4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,9,1.6,4.9,2,0.9,317,1,-0.5
Bastian Schweinsteiger,Man Utd,Midfielder,active,,100,100,5.1,0,0,0,0,0,0,0,0,0,0.1,6361,1109,116,88,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,-0.5
Jesse Lingard,Man Utd,Midfielder,active,,100,100,5.6,27,1,633,2.5,3,2.3,0.4,4.8,0,0.4,45116,18281,1577,674,-4,0,4,0,0,2,4,7,0,0,0,1,0,0,0,108,124.8,295.4,225,63.7,318,3.3,1.8
Anthony Martial,Man Utd,Midfielder,active,,100,100,9.3,46,0,643,3.8,4.3,2.5,0.3,4.9,1,2.5,290605,100424,1580,812,-2,0,2,0,2,3,4,6,0,0,0,0,0,0,5,138,182.6,191.8,256,63.1,593,3.5,2
Henrikh Mkhitaryan,Man Utd,Midfielder,active,,100,100,9,26,3,484,2.6,3.7,2.8,0.3,2.9,0,2.6,284933,109486,13753,8332,-5,0,5,0,2,0,3,4,0,0,0,1,0,0,0,110,148.6,242.8,208,59.9,0,3.8,2.3
Wayne Rooney,Man Utd,Forward,active,,100,100,8.6,40,0,814,2.9,2.7,1.3,0.2,4.7,0,2.3,264706,134447,2736,1031,-4,0,4,0,1,5,3,10,0,0,0,4,0,0,3,169,222.2,373.8,259,85.7,509,0.6,0.8
James Wilson,Man Utd,Forward,long loan,Joined Derby in season-long loan deal,0,0,5,0,0,0,0,0,0,0,0,0,0.1,3227,570,59,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marcus Rashford,Man Utd,Forward,active,,100,100,6.4,37,4,832,2.3,2,1.5,0.2,5.8,0,4.2,476120,402810,6143,7991,-6,0,6,0,3,1,2,12,0,0,0,2,0,0,0,157,179.2,219.1,386,78.3,237,2.5,1
Zlatan Ibrahimovic,Man Utd,Forward,minor injury,Illness - 75% chance of playing,75,75,11.6,123,8,1710,6.5,9.3,10,0.9,10.6,5,42.4,1899303,1848750,92420,58169,1,0,-1,0,13,5,7,18,0,0,0,5,0,0,23,416,597.6,548.8,1249,239.1,0,11,7.1
Dimitrios Konstantopoulos,Middlesbrough,Goalkeeper,active,,100,100,4.2,0,0,0,0,0,0,0,0,0,0.1,5968,821,204,178,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VÃƒÂ_ctor ValdÃƒÂ©s,Middlesbrough,Goalkeeper,active,,100,100,4.6,56,0,1530,3.3,4.7,3.5,0.8,12.2,1,5.5,197899,129140,18886,4651,1,1,-1,-1,0,0,4,21,0,0,0,1,0,45,4,279,345.8,0,0,34.7,0,3.5,3.5
Daniel Ayala,Middlesbrough,Defender,suspended,Suspended until 31 Jan,0,0,4.8,20,0,390,3.3,2.3,0,0,4.2,0,0.1,10263,5808,303,41,-2,0,2,0,1,0,2,5,0,0,0,2,0,0,0,91,120.6,8.3,64,19.4,0,0,0
George Friend,Middlesbrough,Defender,active,,100,100,4.4,39,1,1080,2.8,1,1,0.2,8.9,0,3,222892,130329,7678,6416,-1,0,1,0,0,2,2,14,0,0,0,1,0,0,5,236,282.4,107.6,136,52.8,0,1,1
Dael Fry,Middlesbrough,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.6,63275,3559,567,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Gibson,Middlesbrough,Defender,active,,100,100,4.9,71,5,1800,3.5,2.7,4,0.8,14.5,1,9.4,147652,479397,19719,28049,4,0,-4,0,1,0,6,22,0,0,0,2,0,0,9,363,453.4,19.5,74,54.7,0,4,4
Emilio Nsue Lopez,Middlesbrough,Defender,active,,100,100,4.1,10,0,320,2.5,2.7,0,0,2.4,0,0.3,23371,10911,637,412,-4,0,4,0,0,0,1,5,0,0,0,0,0,0,0,49,47.6,31.9,38,11.9,0,0,0
Bernardo Espinosa ZÃƒÂºÃƒÂ±iga,Middlesbrough,Defender,active,,100,100,4.3,1,0,90,1,1,0.3,0.1,0.2,0,0,787,565,60,58,-2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,19,31,0.3,2,3.3,0,0.3,0.3
Albert Adomah,Middlesbrough,Midfielder,long loan,Joined Aston Villa on 31/8,0,0,5.4,3,0,122,1.5,1.5,0,0,0.6,0,0,10109,758,34,28,-1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,8.4,20.5,33,6,0,0,0
Stewart Downing,Middlesbrough,Midfielder,active,,100,100,5,46,1,1104,2.7,2.3,1.8,0.4,9.2,0,0.4,49655,17503,906,346,-5,0,5,0,1,2,4,14,0,0,0,1,0,0,3,205,189.2,310.6,205,70.6,0,1.8,1.8
Adam Clayton,Middlesbrough,Midfielder,active,,100,100,4.3,36,2,1364,2,1.7,2.8,0.7,8.4,0,1,32620,51297,4719,11886,-2,0,2,0,0,1,6,15,0,0,0,5,0,0,0,211,247.4,109,25,38.1,0,2.8,2.8
Grant Leadbitter,Middlesbrough,Midfielder,active,,100,100,4.7,12,1,144,2.4,3.3,2.3,0.5,2.6,0,0,810,1163,193,175,-3,0,3,0,1,0,1,2,0,0,0,0,0,0,0,40,39.4,17.3,28,8.4,0,2.3,2.3
Adam Reach,Middlesbrough,Midfielder,long loan,Joined Sheffield Wednesday on 31/8,0,0,4.4,0,0,0,0,0,0,0,0,0,0,2271,476,22,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Forshaw,Middlesbrough,Midfielder,active,,100,100,4.5,51,3,1687,2.5,2.3,3.8,0.8,11.3,0,0.8,16213,43897,4617,10754,0,0,0,0,0,2,6,20,0,0,0,3,0,0,3,302,195,303.2,130,62.7,0,3.8,3.8
Carlos De Pena,Middlesbrough,Midfielder,active,,100,100,4.2,0,0,0,0,0,0,0,0,0,0.3,11142,13547,820,1453,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien de Sart,Middlesbrough,Midfielder,long loan,Joined Derby on loan from 5/1 until end of the sea,0,0,4.3,0,0,0,0,0,0,0,0,0,0.1,3058,2382,114,30,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viktor Fischer,Middlesbrough,Midfielder,active,,100,100,4.9,21,0,407,1.8,1.3,0.3,0.1,4.3,0,0.2,43288,2052,209,29,-6,0,6,0,0,2,1,6,0,0,0,0,0,0,0,74,62.6,92.9,155,31.1,0,0,0.3
Marten de Roon,Middlesbrough,Midfielder,active,,100,100,4.4,44,3,1398,2.6,2,4,0.9,10,1,2.2,42334,122812,11049,27279,-1,0,1,0,2,0,4,18,0,0,0,4,0,0,2,199,171.4,123.6,133,42.7,0,4,4
David Nugent,Middlesbrough,Forward,long loan,Joined Derby County on 9/1,0,0,4.6,4,0,43,1,1,0,0,0.9,0,0.3,28636,9683,722,164,-4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3.4,3.3,2,0.7,0,0,0
Jordan Rhodes,Middlesbrough,Forward,active,,100,100,5.4,8,0,211,1.3,1.3,0,0,1.5,0,0.2,37956,3245,211,74,-6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,21,21.6,28,104,15.4,0,0,0
Cristhian Stuani,Middlesbrough,Forward,active,,100,100,4.7,33,0,697,2.8,1.7,0.5,0.1,7,1,2.9,379675,436180,9888,3867,-3,0,3,0,3,0,1,10,0,0,0,3,0,0,4,135,139.4,74.4,178,38.8,0,0.5,0.5
Fraser Forster,Southampton,Goalkeeper,active,,100,100,5.1,63,2,1800,3.1,1,1.5,0.3,12.4,0,5,144273,144478,12711,5360,1,0,-1,0,0,0,7,25,0,0,0,2,0,32,0,299,243.6,10,0,25.3,233,1,1.5
Paulo Gazzaniga,Southampton,Goalkeeper,long loan,Joined Rayo Vallecano on season-long loan deal,0,0,4.5,0,0,0,0,0,0,0,0,0,0,264,88,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Ryan Bertrand,Southampton,Defender,active,,100,100,5.4,52,0,1067,4.3,4.7,2,0.4,9.6,1,1.3,58411,70143,7025,2718,-1,0,1,0,1,1,6,14,0,0,0,2,0,0,3,227,207.8,182.1,124,51.4,415,1.5,2
Jose Fonte,Southampton,Defender,active,,100,100,5.4,58,1,1530,3.4,2.3,0.3,0.1,10.7,0,4.4,171484,136230,18401,2497,-1,0,1,0,0,0,7,21,0,0,0,2,0,0,6,323,333.2,71.3,108,51.2,487,-0.2,0.3
Maya Yoshida,Southampton,Defender,active,,100,100,4.2,9,1,450,1.8,1.3,1,0.2,2.1,0,0.5,13677,14623,1272,8741,-3,0,3,0,0,1,0,9,0,0,0,1,0,0,0,79,91.6,23.1,49,16.4,152,0.5,1
Matt Targett,Southampton,Defender,major injury,Hamstring injury - Unknown return date,0,0,4.2,6,0,283,1.5,1.3,0,0,1.4,0,0.3,36006,13356,431,29,-3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,59,55.8,81.6,9,14.7,169,0,0
Florin Gardos,Southampton,Defender,active,,100,100,4,0,0,0,0,0,0,0,0,0,0.2,4456,5175,276,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0
CÃƒÂ©dric Soares,Southampton,Defender,active,,100,100,4.8,41,1,1007,3.2,1,0.8,0.2,8.5,0,1.5,121331,129498,11195,2155,-2,-1,2,1,0,0,4,14,0,0,0,1,0,0,7,238,239.2,262.6,55,55.8,320,0.3,0.8
Cuco Martina,Southampton,Defender,active,,100,100,4.3,31,0,592,3.4,6,0.3,0.1,7.2,0,0.8,35338,59330,5197,4842,-2,0,2,0,0,0,3,6,0,0,0,0,0,0,5,140,94.2,114.7,20,22.7,203,-0.2,0.3
Virgil van Dijk,Southampton,Defender,active,,100,100,5.8,72,0,1708,3.8,2.7,2,0.3,12.4,3,12,411839,395533,29029,21323,3,0,-3,0,1,0,7,22,0,0,0,3,1,0,14,414,516.6,69.2,206,79.2,452,0,2
Nathan Redmond,Southampton,Midfielder,active,,100,100,5.8,63,2,1577,3.3,1.7,1.3,0.2,10.9,0,5,584620,494407,12110,15270,-2,0,2,0,3,1,6,23,0,0,0,1,1,0,7,234,253.4,490.8,546,128.6,379,0.8,1.3
Steven Davis,Southampton,Midfielder,minor injury,Knock - 75% chance of playing,75,75,5.1,41,0,1370,2.4,2.3,1.8,0.4,7.9,0,0.5,36919,5271,750,167,-4,-1,4,1,0,2,5,16,0,0,0,2,0,0,0,243,215.8,364.5,179,75.8,535,1.3,1.4
James Ward-Prowse,Southampton,Midfielder,active,,100,100,5,36,1,674,2.4,2.3,1.8,0.4,7.2,0,0.2,12438,6785,809,556,-5,0,5,0,1,3,3,12,0,0,0,2,0,0,0,168,193.4,336.9,166,69.8,266,1.3,1.8
Harrison Reed,Southampton,Midfielder,active,,100,100,4.3,2,0,58,1,1,0.3,0.1,0.5,0,0.1,2512,1668,76,75,-2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,11,8.6,1.1,0,1,1,-0.2,0.3
Dusan Tadic,Southampton,Midfielder,active,,100,100,7,46,3,1112,2.7,3,2.5,0.4,6.6,0,1.3,216731,65483,1086,978,-5,0,5,0,1,3,5,14,0,0,0,3,0,0,0,156,184.4,563.6,379,112.7,564,2,2.5
Jordy Clasie,Southampton,Midfielder,active,,100,100,4.6,21,2,751,1.9,3,1.5,0.3,4.6,0,0.1,3957,2100,84,140,-4,0,4,0,0,1,1,11,0,0,0,3,0,0,0,102,78.8,113.3,85,26.5,183,0.3,1.5
Oriol Romeu Vidal,Southampton,Midfielder,active,,100,100,4.5,42,2,1631,2.2,2,1.5,0.3,9.3,0,0.4,27492,33250,1390,1114,0,0,0,0,0,0,7,22,0,0,0,5,0,0,3,305,259.6,129,83,47.1,239,1,1.5
Jay Rodriguez,Southampton,Midfielder,active,,100,100,6.3,37,2,524,3.1,1.7,5,0.8,5.9,1,0.7,32879,42407,5865,7010,-2,0,2,0,3,0,1,9,0,0,0,0,0,0,5,78,136,58.5,287,48.1,56,4.5,5
Pierre-Emile HÃƒÂ¸jbjerg,Southampton,Midfielder,active,,100,100,4.3,25,0,872,1.7,1.3,1,0.2,5.8,0,1.3,106943,45481,3193,1165,-2,0,2,0,0,0,4,11,0,0,0,1,0,0,0,155,136.4,225.5,147,50.8,0,0.5,1
Shane Long,Southampton,Forward,active,,100,100,6.1,23,1,560,1.4,2.7,2.3,0.4,3.8,0,3.1,454469,68352,3130,1876,-4,0,4,0,1,0,1,12,0,0,0,2,0,0,1,67,74,101.5,271,44.3,435,1.8,2.3
Charlie Austin,Southampton,Forward,major injury,Shoulder injury - Unknown return date,0,0,6.4,59,0,866,4.5,4,0,0,9.2,1,2.4,874193,868306,11661,417,-1,-1,1,1,6,1,6,7,0,0,0,1,0,0,10,211,264.8,128.4,556,94.7,32,0,0
